2026-04-05T12:22:51.443Z | abysmal | Unexpected token '}', ..." "prefix":}}" is not valid JSON
2026-04-05T19:52:38.215Z | lampoon | Missing fields: quiz_choices
2026-04-05T19:53:35.735Z | lugubrious | Missing fields: etymology, quiz_choices
2026-04-05T19:54:36.753Z | marshal | Unterminated string in JSON at position 237 (line 9 column 20)
2026-04-05T19:54:51.939Z | maudlin | Missing fields: quiz_choices
2026-04-05T19:55:21.171Z | maverick | Missing fields: quiz_choices
2026-04-05T19:55:35.202Z | oblique | Missing fields: quiz_choices
2026-04-05T19:56:46.078Z | paltry | Missing fields: quiz_choices
2026-04-05T19:57:55.407Z | peripatetic | Unterminated string in JSON at position 230 (line 8 column 25)
2026-04-05T19:58:10.184Z | philistine | Missing fields: quiz_choices
2026-04-05T19:58:34.914Z | prodigy | Missing fields: quiz_choices
2026-04-05T19:59:35.732Z | refute | Unterminated string in JSON at position 216 (line 9 column 8)
2026-04-05T20:00:15.032Z | sardonic | Missing fields: quiz_choices
2026-04-05T20:01:17.031Z | serendipity | Unterminated string in JSON at position 239 (line 9 column 12)
2026-04-05T20:01:31.660Z | squander | Missing fields: quiz_choices
2026-04-05T20:02:17.300Z | stymie | Missing fields: quiz_choices
2026-04-05T20:02:45.875Z | tantamount | Missing fields: quiz_choices
2026-04-05T20:03:32.851Z | tout | Missing fields: quiz_choices
2026-04-05T20:03:46.198Z | ubiquitous | Missing fields: quiz_choices
2026-04-05T20:04:46.986Z | vernacular | Unterminated string in JSON at position 267 (line 4 column 19)
2026-04-05T20:06:00.250Z | jazz | Unterminated string in JSON at position 220 (line 9 column 8)
2026-04-05T20:06:14.407Z | still life | Missing fields: quiz_choices
2026-04-05T20:07:13.863Z | ad hoc | Unterminated string in JSON at position 251 (line 8 column 20)
2026-04-05T20:08:21.831Z | big bang | Missing fields: quiz_choices
2026-04-05T20:09:20.191Z | black hole | Missing fields: etymology, quiz_choices
2026-04-05T20:09:49.569Z | light-year | Missing fields: quiz_choices
2026-04-05T20:12:17.350Z | joystick | Missing fields: quiz_choices
2026-04-05T20:12:31.841Z | Pascal | Missing fields: quiz_choices
2026-04-05T20:13:44.920Z | bias | Unterminated string in JSON at position 240 (line 7 column 14)
2026-04-05T20:14:45.501Z | goal | Unterminated string in JSON at position 203 (line 9 column 12)
2026-04-05T20:14:59.484Z | inevitable | Missing fields: etymology, quiz_choices
2026-04-05T20:15:26.835Z | nevertheless | Missing fields: quiz_choices
2026-04-05T20:16:10.249Z | random | Missing fields: quiz_choices
2026-04-05T20:17:06.659Z | trend | Missing fields: quiz_choices
2026-04-05T20:17:30.180Z | artificial | Missing fields: quiz_choices
2026-04-05T20:18:09.338Z | era | Missing fields: etymology, quiz_choices
2026-04-05T20:18:23.142Z | explore | Missing fields: etymology, quiz_choices
2026-04-05T20:19:01.884Z | horizontal | Missing fields: quiz_choices
2026-04-05T20:19:16.610Z | hormone | Missing fields: etymology, quiz_choices
2026-04-05T20:20:16.146Z | interfere | Missing fields: quiz_choices
2026-04-05T20:21:22.673Z | plot | Missing fields: quiz_choices
2026-04-05T20:22:56.967Z | strand | Missing fields: quiz_choices
2026-04-05T20:30:53.027Z | burlesque | Missing fields: quiz_choices
2026-04-05T20:31:55.014Z | chagrin | Missing fields: quiz_choices
2026-04-05T20:32:09.181Z | charlatan | Missing fields: etymology, quiz_choices
2026-04-05T20:33:20.053Z | deleterious | Missing fields: quiz_choices
2026-04-05T20:34:58.237Z | indigent | Missing fields: quiz_choices
2026-04-05T20:35:12.306Z | insolent | Missing fields: quiz_choices
2026-04-05T20:36:12.476Z | lampoon | Unterminated string in JSON at position 251 (line 8 column 8)
2026-04-05T20:37:36.979Z | maudlin | Missing fields: quiz_choices
2026-04-05T20:38:00.635Z | oblique | Missing fields: quiz_choices
2026-04-05T20:38:29.916Z | paltry | Missing fields: quiz_choices
2026-04-05T20:39:54.818Z | philistine | Missing fields: quiz_choices
2026-04-05T20:42:17.396Z | serendipity | Missing fields: etymology, quiz_choices
2026-04-05T20:43:18.708Z | squander | Missing fields: quiz_choices
2026-04-05T20:43:44.868Z | tantamount | Missing fields: quiz_choices
2026-04-05T20:43:59.328Z | tout | Missing fields: quiz_choices
2026-04-05T20:44:52.398Z | jazz | Missing fields: quiz_choices
2026-04-05T20:45:20.529Z | still life | Missing fields: quiz_choices
2026-04-05T20:45:34.435Z | ad hoc | Missing fields: quiz_choices
2026-04-05T20:46:49.833Z | black hole | Unterminated string in JSON at position 234 (line 7 column 14)
2026-04-05T20:47:18.950Z | light-year | Missing fields: quiz_choices
2026-04-05T20:48:28.917Z | bias | Missing fields: quiz_choices
2026-04-05T20:49:29.829Z | goal | Missing fields: quiz_choices
2026-04-05T20:50:56.259Z | random | Missing fields: quiz_choices
2026-04-05T20:51:49.823Z | artificial | Missing fields: quiz_choices
2026-04-05T20:53:22.603Z | interfere | Missing fields: etymology, quiz_choices
2026-04-05T20:57:40.317Z | burlesque | Missing fields: quiz_choices
2026-04-05T20:58:41.652Z | chagrin | Unterminated string in JSON at position 229 (line 9 column 12)
2026-04-05T20:58:55.279Z | charlatan | Missing fields: quiz_choices
2026-04-05T20:59:09.202Z | deleterious | Missing fields: quiz_choices
2026-04-05T20:59:36.097Z | insolent | Missing fields: quiz_choices
2026-04-05T20:59:50.156Z | lampoon | Missing fields: quiz_choices
2026-04-05T21:00:18.800Z | maudlin | Missing fields: quiz_choices
2026-04-05T21:01:01.773Z | paltry | Missing fields: etymology, quiz_choices
2026-04-05T21:01:48.300Z | philistine | Missing fields: quiz_choices
2026-04-05T21:02:50.001Z | serendipity | Unterminated string in JSON at position 268 (line 5 column 14)
2026-04-05T21:03:05.125Z | squander | Missing fields: quiz_choices
2026-04-05T21:03:48.008Z | tantamount | Missing fields: etymology, quiz_choices
2026-04-05T21:04:18.020Z | tout | Missing fields: quiz_choices
2026-04-05T21:05:02.575Z | jazz | Missing fields: quiz_choices
2026-04-05T21:05:16.123Z | still life | Missing fields: quiz_choices
2026-04-05T21:06:00.309Z | ad hoc | Missing fields: quiz_choices
2026-04-05T21:06:43.897Z | black hole | Missing fields: quiz_choices
2026-04-05T21:07:13.016Z | light-year | Missing fields: quiz_choices
2026-04-05T21:08:14.139Z | bias | Unterminated string in JSON at position 236 (line 9 column 21)
2026-04-05T21:09:15.385Z | goal | Unterminated string in JSON at position 215 (line 9 column 28)
2026-04-05T21:11:08.084Z | interfere | Unterminated string in JSON at position 310 (line 3 column 289)
